userID	movieID	tagID	timestamp
75	353	5290	1162160415000
78	4223	5264	1176691425000
127	1343	1544	1188265347000
127	1343	12330	1188265347000
127	2080	1451	1188265367000
127	2080	1574	1188265367000
127	2953	4121	1188265544000
127	2953	11860	1188265544000
127	4270	914	1188265509000
127	4270	5215	1188265509000
127	4447	7	1188265463000
127	4447	1996	1188265463000
127	4447	2571	1188265463000
127	5679	742	1188265447000
127	6934	1537	1188265437000
127	6934	1538	1188265437000
127	6934	9062	1188265437000
127	7147	146	1188265408000
127	7147	150	1188265408000
127	7147	1878	1188265408000
127	7147	2596	1188265408000
127	7147	13087	1188265408000
127	8622	55	1188265497000
127	8622	11371	1188265497000
127	8622	13086	1188265497000
170	47830	93	1162209176000
175	2819	11407	1188441420000
175	51540	79	1192990133000
190	741	712	1151700107000
190	1274	712	1151700139000
190	2116	410	1140037169000
190	2810	712	1151700125000
190	3000	712	1151699945000
190	3997	410	1140032030000
190	4993	410	1140037056000
190	5039	410	1140032022000
190	5069	712	1151700015000
190	5072	712	1208365260000
190	5146	712	1151699986000
190	5618	712	1151699951000
190	5690	712	1151700035000
190	5952	410	1140037068000
190	5971	712	1151699978000
190	6283	712	1151700010000
190	6350	712	1151700002000
190	6857	712	1151700128000
190	7099	712	1151699959000
190	7153	410	1140031954000
190	8607	712	1151700134000
190	26662	712	1151700111000
190	27728	712	1208365236000
190	31184	712	1208365205000
190	31658	712	1151699969000
190	31660	712	1151700026000
267	6365	186	1192049634000
325	628	6331	1172743571000
325	30818	5074	1185663327000
325	34162	6333	1149994738000
325	45720	6333	1172742942000
325	51084	876	1172742980000
383	6270	280	1198478268000
383	6270	669	1198478298000
383	27741	7181	1161746702000
383	45175	753	1161746766000
476	1136	1181	1139963005000
477	1188	5609	1188311560000
477	1188	5610	1188311560000
477	1267	5588	1188311456000
477	1267	5593	1188311456000
477	1274	5611	1188312380000
477	1597	5599	1188311402000
477	1608	5597	1188312336000
477	1690	5031	1188311392000
477	1918	5582	1188311515000
477	2023	5583	1188311417000
477	2023	5590	1188311417000
477	2947	5595	1188311428000
477	3755	5581	1188311497000
477	3755	5591	1188311497000
477	4262	5586	1188311742000
477	4310	5603	1188311721000
477	5618	5608	1188311763000
477	5679	5580	1188311633000
477	6934	5584	1188311625000
477	7147	5598	1188311585000
477	7147	5602	1188311602000
477	8977	5596	1188312422000
477	32587	5601	1188311656000
477	32587	5612	1188311656000
477	48774	5585	1188313324000
477	54001	5589	1188312648000
493	3683	289	1218655046000
498	1244	5879	1188316032000
498	1297	615	1188315809000
498	1297	1510	1188315809000
498	1297	5875	1188315809000
498	1297	5877	1188315809000
498	1297	5883	1188315809000
498	3814	61	1188315930000
498	3814	701	1188315931000
498	3814	5872	1188315931000
498	3814	5880	1188315931000
498	3814	5884	1188315930000
498	4848	4936	1188315519000
498	4848	4989	1188315519000
498	5618	5876	1188315545000
498	6346	1858	1188316637000
498	6346	4568	1188316637000
498	6346	5873	1188316637000
498	6346	5874	1188316637000
498	6346	5881	1188316637000
498	6346	5882	1188316637000
498	6378	104	1188315480000
498	6378	5878	1188315480000
533	1950	51	1172694558000
533	7566	51	1172694214000
533	27834	51	1172693683000
533	33154	51	1172694459000
533	44555	48	1172694030000
533	44937	51	1172694433000
533	45210	51	1172694361000
533	48043	48	1172694410000
533	49132	51	1172694136000
533	51077	49	1172693420000
533	51077	50	1172693413000
545	2797	368	1162331306000
548	296	371	1188322709000
580	370	594	1162374098000
580	3623	591	1162374110000
580	7153	592	1162374117000
580	48322	593	1162373593000
622	32	13	1215514977000
622	32	754	1215514976000
622	32	1184	1215514975000
622	47	54	1215515014000
622	47	754	1215515012000
622	165	74	1215515024000
622	165	371	1215515027000
622	165	1184	1215515026000
622	231	195	1215515063000
622	231	364	1215515059000
622	231	10541	1215515062000
622	377	472	1215514985000
622	377	3137	1215514988000
622	442	24	1215913269000
622	442	480	1215913270000
622	442	2621	1215913268000
622	593	1188	1215484958000
622	628	53	1215514864000
622	628	97	1215514866000
622	628	473	1215514867000
622	780	74	1215514950000
622	780	167	1215514948000
622	780	1194	1215514956000
622	780	5209	1215514951000
622	1073	605	1215515097000
622	1073	1061	1215515096000
622	1073	5487	1215515094000
622	1101	148	1215913253000
622	1101	191	1215913257000
622	1206	1459	1215483748000
622	1206	5135	1215483748000
622	1208	64	1215484349000
622	1208	193	1215484364000
622	1208	238	1215484355000
622	1208	459	1215484362000
622	1208	473	1215484346000
622	1208	605	1215484356000
622	1208	1065	1215484352000
622	1208	14496	1215484367000
622	1210	145	1215514964000
622	1210	146	1215514966000
622	1210	366	1215514965000
622	1240	13	1215515084000
622	1240	366	1215515086000
622	1240	1186	1215515083000
622	1391	337	1215913288000
622	1391	1470	1215913290000
622	1391	5209	1215913291000
622	1527	1184	1215514448000
622	1653	24	1215913313000
622	1653	197	1215913316000
622	1653	366	1215913315000
622	1653	2399	1215913326000
622	1704	770	1215484064000
622	1704	14318	1215484064000
622	1704	15538	1215484064000
622	1961	219	1215913224000
622	1961	247	1215913225000
622	1961	1545	1215913222000
622	2762	80	1215515047000
622	2762	502	1215515048000
622	2762	1184	1215515050000
622	2858	99	1215515002000
622	2858	232	1215515003000
622	2959	97	1215561181000
622	4963	770	1215601151000
622	5630	1188	1215514152000
622	5989	382	1215514849000
622	5989	1064	1215514848000
622	6250	184	1215483961000
622	6250	586	1215483961000
622	6250	5209	1215483961000
622	6753	586	1215483797000
622	6753	1459	1215483797000
622	8132	583	1215514822000
622	8132	13597	1215514820000
622	32587	7009	1215514807000
622	36529	418	1215514637000
622	39444	50	1215601118000
622	44191	586	1215484148000
622	44191	1459	1215484148000
622	44191	4698	1215484148000
622	44665	502	1215514739000
622	44665	541	1215514734000
622	44665	1184	1215514738000
622	47610	502	1215514833000
622	47610	1610	1215514835000
622	48043	586	1215514500000
622	48043	619	1215514500000
622	48043	1459	1215514520000
622	48043	15573	1215514508000
622	48043	15575	1215514500000
622	51931	586	1215514681000
622	51931	717	1215514681000
622	51931	1459	1215514681000
622	53129	2585	1215514112000
622	53129	13237	1215514119000
622	54745	398	1215514772000
622	54745	1328	1215514769000
622	54745	1358	1215514771000
622	55872	586	1215484105000
622	55872	1459	1215484105000
622	55872	4698	1215484105000
622	55908	1459	1215483713000
622	55908	4698	1215483713000
622	56171	15574	1215483869000
622	56171	15576	1215483882000
622	58025	371	1215514581000
622	58078	586	1215485106000
622	58078	717	1215485106000
622	58078	1459	1215485106000
622	58078	4698	1215485105000
622	58078	8126	1215485105000
622	58078	12650	1215485106000
622	58972	2732	1215483840000
622	58972	4167	1215483832000
622	59615	2585	1215484207000
622	59900	4861	1215484285000
622	60072	746	1215484228000
622	60072	2341	1215484228000
622	60072	2585	1215484218000
622	60074	1194	1215484268000
622	60074	2585	1215484261000
636	1223	1727	1137360055000
636	1223	11005	1137360040000
636	1223	11023	1137360040000
636	1223	11029	1137360040000
636	1223	11157	1137360040000
636	1223	13141	1137360040000
636	1233	1761	1137359786000
636	1233	7205	1137359786000
636	1233	15972	1137359786000
636	1876	1259	1137174030000
636	1876	13141	1137174030000
636	1876	15970	1137174030000
636	1876	15975	1137174030000
636	1876	15976	1137174030000
636	2993	485	1137360237000
636	2993	2611	1137360237000
636	2993	7808	1137360237000
636	2993	15974	1137360237000
636	4993	412	1137359864000
637	4886	15968	1168439213000
